Column2,Column3,Column4,Column5,Column6,Column7,Column8
2018-06-20,6,10,17,18,52,54
2018-06-23,9,24,32,42,43,57
2018-06-24,16,20,38,40,43,55
2018-06-26,4,13,15,18,48,56
2018-06-27,1,26,31,39,40,52
2018-06-30,2,9,33,39,46,57
2018-07-01,5,8,24,34,46,54
2018-07-03,3,20,29,30,46,54
2018-07-04,11,27,37,38,44,51
2018-07-07,7,12,20,33,40,53
2018-07-08,11,24,31,35,37,44
2018-07-11,19,23,29,30,35,51
2018-07-14,21,38,39,53,54,56
2018-07-15,2,17,19,26,29,56
2018-07-18,11,15,18,46,53,58
2018-07-21,10,35,45,51,57,58
2018-07-22,12,23,28,40,43,56
2018-07-25,2,10,31,33,43,47
2018-07-28,8,18,28,32,37,43
2018-07-29,1,14,21,34,42,52
2018-07-31,6,7,20,27,37,38
2018-08-01,11,28,32,44,45,52
2018-08-04,4,15,23,27,33,37
2018-08-05,10,19,20,24,35,41
2018-08-07,14,33,34,40,48,58
2018-08-08,8,19,30,42,43,54
2018-08-11,10,15,17,40,52,57
2018-08-12,12,18,30,32,42,50
2018-08-15,2,12,14,19,23,25
2018-08-18,6,22,27,34,40,50
2018-08-19,2,3,6,18,25,45
2018-08-22,6,8,10,18,20,38
2018-08-25,8,14,26,28,37,49
2018-08-26,11,16,24,40,46,54
2018-08-28,1,25,32,33,46,52
2018-08-29,18,24,25,28,32,33
2018-09-01,11,12,43,46,50,58
2018-09-02,20,32,43,48,54,55
2018-09-04,1,3,7,20,35,58
2018-09-05,11,26,31,36,41,52
2018-09-08,7,17,26,30,38,40
2018-09-09,3,14,17,23,37,38
2018-09-12,1,6,14,31,37,43
2018-09-15,8,10,20,31,32,41
2018-09-16,11,33,43,45,50,57
2018-09-19,6,13,29,37,45,46
2018-09-22,29,31,39,42,51,53
2018-09-23,18,19,28,53,56,58
2018-09-25,10,15,18,23,25,52
2018-09-26,12,17,26,29,34,37
2018-09-29,14,22,36,38,43,45
2018-09-30,5,6,7,26,38,57
2018-10-02,3,10,13,25,48,49
2018-10-03,16,26,30,42,47,49
2018-10-06,8,10,28,31,46,47
2018-10-07,7,8,15,17,32,43
2018-10-10,1,12,29,36,39,42
2018-10-13,3,22,27,37,40,54
2018-10-14,18,19,34,46,48,57
2018-10-17,4,11,20,23,48,55
2018-10-20,12,13,19,25,26,39
2018-10-21,2,38,44,47,53,57
2018-10-24,19,30,35,36,38,49
2018-10-27,5,6,32,33,48,53
2018-10-28,29,34,35,38,43,49
2018-10-30,3,17,26,41,45,46
2018-10-31,5,7,34,42,45,55
2018-11-03,6,19,25,28,45,49
2018-11-04,2,3,14,20,36,57
2018-11-06,3,29,30,47,51,52
2018-11-07,8,21,29,30,40,48
2018-11-10,2,8,12,13,22,57
2018-11-11,2,17,24,48,50,56
2018-11-14,1,2,8,22,45,54
2018-11-17,3,7,10,29,55,58
2018-11-18,8,23,24,48,51,58
2018-11-21,4,15,18,26,34,47
2018-11-24,2,3,25,29,40,50
2018-11-25,3,5,30,36,40,55
2018-11-27,11,23,26,43,46,52
2018-11-28,16,17,25,30,41,54
2018-12-01,5,12,32,35,36,45
2018-12-02,3,18,37,39,40,49
2018-12-04,3,4,5,15,20,23
2018-12-05,1,12,26,37,39,50
2018-12-08,4,17,25,35,41,58
2018-12-09,3,19,36,45,55,56
2018-12-12,6,8,13,34,48,55
2018-12-15,20,22,37,47,55,56
2018-12-16,1,8,12,17,21,25
2018-12-19,11,14,38,40,42,43
2018-12-22,11,18,25,28,50,52
2018-12-23,23,26,36,41,42,53
2018-12-25,12,24,30,32,46,48
2018-12-26,20,26,29,33,46,47
2018-12-29,1,16,34,38,48,58
2018-12-30,4,12,17,24,26,39
2019-01-02,2,3,19,23,30,49
2019-01-05,2,9,24,29,38,45
2019-01-06,11,47,49,51,53,55
2019-01-09,5,29,30,53,55,57
2019-01-12,1,7,29,31,40,51
2019-01-13,13,27,30,40,43,51
2019-01-16,5,15,18,19,28,53
2019-01-19,2,6,23,27,31,43
2019-01-20,1,23,25,28,43,49
2019-01-23,9,19,24,29,56,57
2019-01-26,17,32,33,36,50,53
2019-01-27,7,11,18,25,39,58
2019-01-29,3,4,41,43,44,52
2019-01-30,2,6,16,23,27,32
2019-02-02,1,3,13,19,35,58
2019-02-03,4,5,6,29,45,55
2019-02-05,1,4,5,13,24,56
2019-02-06,10,22,35,36,45,58
2019-02-09,7,14,16,29,45,57
2019-02-10,5,9,13,25,38,40
2019-02-13,16,18,22,40,44,54
2019-02-16,2,7,12,37,52,56
2019-02-17,6,9,13,21,37,43
2019-02-19,14,19,38,45,53,55
2019-02-20,8,26,42,45,49,53
2019-02-23,6,24,27,29,30,43
2019-02-24,16,29,31,43,52,54
2019-02-27,2,14,16,19,21,37
2019-03-02,9,22,24,28,50,58
2019-03-03,1,2,19,29,43,54
2019-03-06,4,16,19,32,39,50
2019-03-09,1,9,15,17,46,48
2019-03-10,8,16,27,28,52,55
2019-03-13,16,20,30,41,53,58
2019-03-16,11,12,19,27,31,36
2019-03-17,6,13,14,32,44,50
2019-03-20,13,17,33,38,48,58
2019-03-23,10,16,22,24,33,49
2019-03-24,4,6,18,28,38,58
2019-03-27,19,27,42,43,44,48
2019-03-30,16,37,38,42,50,53
2019-03-31,4,16,18,31,32,44
2019-04-02,2,7,38,44,52,55
2019-04-03,4,19,27,29,41,47
2019-04-06,7,20,33,39,49,57
2019-04-07,7,9,11,17,19,25
2019-04-10,24,26,27,29,40,50
2019-04-13,7,8,14,22,35,58
2019-04-14,16,36,47,48,49,50
2019-04-17,5,16,22,23,34,52
2019-04-20,20,22,24,28,36,57
2019-04-21,5,12,14,37,46,53
2019-04-24,2,12,13,22,41,56
2019-04-27,7,15,18,45,47,55
2019-04-28,26,35,36,43,46,54
2019-05-01,17,28,30,47,54,55
2019-05-04,30,47,48,53,54,57
2019-05-05,3,29,36,45,53,55
2019-05-08,13,15,18,23,43,52
2019-05-11,11,19,21,33,35,58
2019-05-12,3,18,40,44,53,58
2019-05-15,19,20,25,26,28,52
2019-05-18,7,10,14,19,37,54
2019-05-19,3,18,31,33,37,44
2019-05-22,1,4,18,24,47,50
2019-05-25,1,8,11,12,27,53
2019-05-26,1,3,15,18,40,46
2019-05-29,12,14,29,31,54,55
2019-06-01,20,34,39,43,57,58
2019-06-02,13,22,27,37,46,53
2019-06-05,4,8,14,34,37,48
2019-06-08,1,4,8,24,42,45
2019-06-09,1,22,24,54,57,58
2019-06-12,18,33,35,46,52,58
2019-06-15,5,10,17,29,35,41
2019-06-16,8,11,36,42,48,51
2019-06-18,20,22,25,33,46,53
2019-06-19,14,22,27,34,54,56
2019-06-22,1,11,27,33,46,52
2019-06-23,7,13,14,17,21,56
2019-06-26,12,13,15,23,31,58
2019-06-29,9,22,28,31,47,54
2019-06-30,8,10,22,44,45,51
2019-07-03,5,6,13,15,22,24
2019-07-06,11,15,27,31,45,58
2019-07-07,11,15,20,29,31,41
2019-07-10,6,12,15,37,54,55
2019-07-13,6,35,40,42,43,45
2019-07-14,1,18,35,42,43,58
2019-07-17,5,27,30,34,36,49
2019-07-20,14,23,31,33,38,45
2019-07-21,8,21,28,43,49,58
2019-07-24,8,18,32,50,54,55
2019-07-27,14,17,24,30,39,46
2019-07-28,6,8,22,23,35,41
2019-07-30,12,17,23,40,48,52
2019-07-31,25,34,35,47,57,58
2019-08-03,5,11,16,24,25,43
2019-08-04,2,6,13,46,47,51
2019-08-07,7,14,24,25,46,49
2019-08-10,19,22,27,31,45,50
2019-08-11,7,15,22,25,28,50
2019-08-14,29,30,46,50,52,54
2019-08-17,22,29,34,35,38,53
2019-08-18,2,12,14,17,46,48
2019-08-20,7,10,18,26,30,51
2019-08-21,1,9,12,17,28,38
2019-08-24,2,17,21,37,40,55
2019-08-25,16,38,46,47,48,50
2019-08-28,25,41,44,47,48,56
2019-08-31,28,36,39,46,52,56
2019-09-01,8,11,19,27,47,55
2019-09-04,1,19,24,35,42,49
2019-09-07,11,21,29,30,35,41
2019-09-08,7,15,31,45,46,58
2019-09-10,2,16,19,33,39,58
2019-09-11,3,8,19,23,30,51
2019-09-14,3,4,7,44,49,52
2019-09-15,17,20,23,36,53,58
2019-09-18,4,5,37,41,54,58
2019-09-21,4,5,17,23,31,34
2019-09-22,3,5,6,19,22,35
2019-09-25,3,9,17,30,43,47
2019-09-28,3,4,14,26,50,57
2019-09-29,2,7,25,34,36,50
2019-10-01,4,12,13,35,39,54
2019-10-02,16,17,19,28,54,55
2019-10-05,6,17,21,37,50,52
2019-10-06,21,27,38,39,41,46
2019-10-09,4,28,40,43,44,58
2019-10-12,13,15,36,40,49,57
2019-10-13,9,15,21,26,27,53
2019-10-16,4,9,13,17,47,58
2019-10-19,24,29,33,46,55,57
2019-10-20,13,34,38,42,47,48
2019-10-23,12,20,30,34,50,51
2019-10-26,17,28,29,33,44,53
2019-10-27,20,28,46,47,55,57
2019-10-30,9,28,30,45,49,53
2019-11-02,11,15,22,34,37,57
2019-11-03,10,30,42,43,48,58
2019-11-05,3,17,32,36,43,49
2019-11-06,2,5,6,22,27,29
2019-11-09,19,27,34,40,42,55
2019-11-10,2,7,11,13,20,42
2019-11-13,3,44,45,47,53,56
2019-11-16,4,9,17,21,48,50
2019-11-17,28,30,33,49,51,52
2019-11-20,7,20,25,38,43,56
2019-11-23,3,10,17,41,46,47
2019-11-24,11,13,50,51,54,55
2019-11-27,17,30,39,47,51,52
2019-11-30,9,10,17,34,40,51
2019-12-01,3,9,17,26,34,50
2019-12-03,17,20,21,36,41,50
2019-12-04,5,11,21,33,48,57
2019-12-07,14,32,37,38,42,56
2019-12-08,8,18,31,41,42,48
2019-12-11,18,39,40,44,45,49
2019-12-14,12,14,31,35,47,57
2019-12-15,2,13,25,34,42,48
2019-12-18,7,23,25,28,33,56
2019-12-21,2,22,26,42,49,55
2019-12-22,5,7,27,31,52,57
2019-12-25,7,10,11,13,23,45
2019-12-28,26,33,36,40,49,52
2019-12-29,17,23,27,37,46,51
2020-01-01,9,18,48,50,53,57
2020-01-04,16,17,34,35,44,52
2020-01-05,16,23,25,32,45,57
2020-01-08,3,17,36,45,49,50
2020-01-11,3,10,11,26,38,53
2020-01-12,7,12,31,41,47,49
2020-01-15,9,12,17,20,27,28
2020-01-18,14,22,25,43,53,54
2020-01-19,5,7,32,42,43,58
2020-01-21,12,18,44,47,50,54
2020-01-22,1,18,26,34,47,55
2020-01-25,1,27,29,35,40,50
2020-01-26,2,5,11,16,28,36
2020-01-28,1,7,18,20,27,34
2020-01-29,22,25,38,39,40,53
2020-02-01,5,9,15,29,35,51
2020-02-02,13,19,24,37,40,42
2020-02-04,25,33,44,50,53,56
2020-02-05,19,27,34,36,40,52
2020-02-08,15,29,31,52,54,58
2020-02-09,4,8,11,15,46,47
2020-02-12,2,12,16,32,41,52
